well_ID,Reaction_ID,analyte_smiles,analyte_class,data_entry,data_type,data_units,data_description
A11,SAW2140-6-A11-A1,CSC.[Cu]Br,catalyst,54678-23-8,Analyte ID,N/A,ID of analyte in well.
A11,SAW2140-6-A11-A1,Impurity10,impurity,0,Retention Time,min,Time at which compound elutes
A11,SAW2140-6-A11-A1,Impurity10,impurity,0,ES+,Da/Q,Positive m/z
A11,SAW2140-6-A11-A1,Impurity10,impurity,0,ES-,Da/Q,Negative m/z
A11,SAW2140-6-A11-A1,Impurity10,impurity,0,Percentage Area,%,LCMS UV Peak percentage area
A11,SAW2140-6-A11-A1,Impurity10,impurity,0,Area Absolute,AU,LCMS UV Peak absolute area
A11,SAW2140-6-A11-A1,Impurity3,impurity,0.5848,Retention Time,min,Time at which compound elutes
A11,SAW2140-6-A11-A1,Impurity3,impurity,0,ES+,Da/Q,Positive m/z
A11,SAW2140-6-A11-A1,Impurity3,impurity,0,ES-,Da/Q,Negative m/z
A11,SAW2140-6-A11-A1,Impurity3,impurity,2.59,Percentage Area,%,LCMS UV Peak percentage area
A11,SAW2140-6-A11-A1,Impurity3,impurity,65106.0703,Area Absolute,AU,LCMS UV Peak absolute area
A11,SAW2140-6-A11-A1,Impurity5,impurity,0.7869,Retention Time,min,Time at which compound elutes
A11,SAW2140-6-A11-A1,Impurity5,impurity,0,ES+,Da/Q,Positive m/z
A11,SAW2140-6-A11-A1,Impurity5,impurity,0,ES-,Da/Q,Negative m/z
A11,SAW2140-6-A11-A1,Impurity5,impurity,2.18,Percentage Area,%,LCMS UV Peak percentage area
A11,SAW2140-6-A11-A1,Impurity5,impurity,54785.0195,Area Absolute,AU,LCMS UV Peak absolute area
A11,SAW2140-6-A11-A1,Impurity6,impurity,0.8219,Retention Time,min,Time at which compound elutes
A11,SAW2140-6-A11-A1,Impurity6,impurity,0,ES+,Da/Q,Positive m/z
A11,SAW2140-6-A11-A1,Impurity6,impurity,0,ES-,Da/Q,Negative m/z
A11,SAW2140-6-A11-A1,Impurity6,impurity,39.97,Percentage Area,%,LCMS UV Peak percentage area
A11,SAW2140-6-A11-A1,Impurity6,impurity,1003995.1875,Area Absolute,AU,LCMS UV Peak absolute area
A11,SAW2140-6-A11-A1,Impurity8,impurity,1.0357,Retention Time,min,Time at which compound elutes
A11,SAW2140-6-A11-A1,Impurity8,impurity,0,ES+,Da/Q,Positive m/z
A11,SAW2140-6-A11-A1,Impurity8,impurity,0,ES-,Da/Q,Negative m/z
A11,SAW2140-6-A11-A1,Impurity8,impurity,1.49,Percentage Area,%,LCMS UV Peak percentage area
A11,SAW2140-6-A11-A1,Impurity8,impurity,37351.207,Area Absolute,AU,LCMS UV Peak absolute area
A11,SAW2140-6-A11-A1,Impurity9,impurity,1.0624,Retention Time,min,Time at which compound elutes
A11,SAW2140-6-A11-A1,Impurity9,impurity,0,ES+,Da/Q,Positive m/z
A11,SAW2140-6-A11-A1,Impurity9,impurity,0,ES-,Da/Q,Negative m/z
A11,SAW2140-6-A11-A1,Impurity9,impurity,3.38,Percentage Area,%,LCMS UV Peak percentage area
A11,SAW2140-6-A11-A1,Impurity9,impurity,84991.9688,Area Absolute,AU,LCMS UV Peak absolute area
A11,SAW2140-6-A11-A1,O=C([O-])[O-].[Cs+].[Cs+],base,20,Expected Amount,umol,Amount of analyte expected in plate.
A11,SAW2140-6-A11-A1,O=C([O-])[O-].[Cs+].[Cs+],base,534-17-8,Analyte ID,N/A,ID of analyte in well.
A11,SAW2140-6-A11-A1,O=C([O-])[O-].[Cs+].[Cs+],base,Cesium Carbonate,Analyte Name,N/A,Name of analyte in well.
A11,SAW2140-6-A11-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,0.734,Retention Time,min,Time at which compound elutes
A11,SAW2140-6-A11-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,227.24,ES+,Da/Q,Positive m/z
A11,SAW2140-6-A11-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,-,ES-,Da/Q,Negative m/z
A11,SAW2140-6-A11-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,6.26,Percentage Area,%,LCMS UV Peak percentage area
A11,SAW2140-6-A11-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,157190.75,Area Absolute,AU,LCMS UV Peak absolute area
A11,SAW2140-6-A11-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,10,Expected Amount,umol,Amount of analyte expected in plate.
A11,SAW2140-6-A11-A1,OCc1cocn1,excess reactant,11,Expected Amount,umol,Amount of analyte expected in plate.
A11,SAW2140-6-A11-A1,Oc1cnc2ccccc2c1,byproduct,0.4786,Retention Time,min,Time at which compound elutes
A11,SAW2140-6-A11-A1,Oc1cnc2ccccc2c1,byproduct,146.14,ES+,Da/Q,Positive m/z
A11,SAW2140-6-A11-A1,Oc1cnc2ccccc2c1,byproduct,144.11,ES-,Da/Q,Negative m/z
A11,SAW2140-6-A11-A1,Oc1cnc2ccccc2c1,byproduct,22.26,Percentage Area,%,LCMS UV Peak percentage area
A11,SAW2140-6-A11-A1,Oc1cnc2ccccc2c1,byproduct,559192.375,Area Absolute,AU,LCMS UV Peak absolute area
A11,SAW2140-6-A11-A1,Oc1cnc2ccccc2c1,byproduct,10,Expected Amount,umol,Amount of analyte expected in plate.
A11,SAW2140-6-A11-A1,Oc1cnc2ccccc2c1,byproduct,phenol bp,Analyte ID,N/A,ID of analyte in well.
A11,SAW2140-6-A11-A1,Oc1cnc2ccccc2c1,byproduct,phenol bp,Analyte Name,N/A,Name of analyte in well.
A11,SAW2140-6-A11-A1,Temperature,plate parameter,100,Temperature,C,Reaction temperature prior to analysis
A11,SAW2140-6-A11-A1,Time,plate parameter,18,Time,h,Reaction time prior to analysis.
A11,SAW2140-6-A11-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,1.4873,Retention Time,min,Time at which compound elutes
A11,SAW2140-6-A11-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,274.27,ES+,Da/Q,Positive m/z
A11,SAW2140-6-A11-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,-,ES-,Da/Q,Negative m/z
A11,SAW2140-6-A11-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,6.98,Percentage Area,%,LCMS UV Peak percentage area
A11,SAW2140-6-A11-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,175428.75,Area Absolute,AU,LCMS UV Peak absolute area
A11,SAW2140-6-A11-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,2,Expected Amount,umol,Amount of analyte expected in plate.
A11,SAW2140-6-A11-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,91-73-6,Analyte ID,N/A,ID of analyte in well.
A11,SAW2140-6-A11-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,Dibenzylaniline,Analyte Name,N/A,Name of analyte in well.
A12,SAW2140-6-A12-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Retention Time,min,Time at which compound elutes
A12,SAW2140-6-A12-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES+,Da/Q,Positive m/z
A12,SAW2140-6-A12-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES-,Da/Q,Negative m/z
A12,SAW2140-6-A12-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Percentage Area,%,LCMS UV Peak percentage area
A12,SAW2140-6-A12-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Area Absolute,AU,LCMS UV Peak absolute area
A12,SAW2140-6-A12-A1,Brc1cnc2ccccc2c1,limiting reactant,10,Expected Amount,umol,Amount of analyte expected in plate.
A12,SAW2140-6-A12-A1,C1COCCO1,solvent1,100,Expected Amount,uL,Amount of analyte expected in plate.
A12,SAW2140-6-A12-A1,C1COCCO1,solvent1,123-91-1,Analyte ID,N/A,ID of analyte in well.
A12,SAW2140-6-A12-A1,C1COCCO1,solvent1,Dioxane,Analyte Name,N/A,Name of analyte in well.
A12,SAW2140-6-A12-A1,CSC.[Cu]Br,catalyst,0.1,Expected Amount,umol,Amount of analyte expected in plate.
A12,SAW2140-6-A12-A1,CSC.[Cu]Br,catalyst,54678-23-8,Analyte ID,N/A,ID of analyte in well.
A12,SAW2140-6-A12-A1,Impurity1,impurity,0.4144,Retention Time,min,Time at which compound elutes
A12,SAW2140-6-A12-A1,Impurity1,impurity,0,ES+,Da/Q,Positive m/z
A12,SAW2140-6-A12-A1,Impurity1,impurity,0,ES-,Da/Q,Negative m/z
A12,SAW2140-6-A12-A1,Impurity1,impurity,1.44,Percentage Area,%,LCMS UV Peak percentage area
A12,SAW2140-6-A12-A1,Impurity1,impurity,30365.0977,Area Absolute,AU,LCMS UV Peak absolute area
A12,SAW2140-6-A12-A1,Impurity10,impurity,1.1261,Retention Time,min,Time at which compound elutes
A12,SAW2140-6-A12-A1,Impurity10,impurity,0,ES+,Da/Q,Positive m/z
A12,SAW2140-6-A12-A1,Impurity10,impurity,0,ES-,Da/Q,Negative m/z
A12,SAW2140-6-A12-A1,Impurity10,impurity,16.2,Percentage Area,%,LCMS UV Peak percentage area
A12,SAW2140-6-A12-A1,Impurity10,impurity,340974.8438,Area Absolute,AU,LCMS UV Peak absolute area
A12,SAW2140-6-A12-A1,Impurity5,impurity,0.7861,Retention Time,min,Time at which compound elutes
A12,SAW2140-6-A12-A1,Impurity5,impurity,0,ES+,Da/Q,Positive m/z
A12,SAW2140-6-A12-A1,Impurity5,impurity,0,ES-,Da/Q,Negative m/z
A12,SAW2140-6-A12-A1,Impurity5,impurity,61.95,Percentage Area,%,LCMS UV Peak percentage area
A12,SAW2140-6-A12-A1,Impurity5,impurity,1304189.375,Area Absolute,AU,LCMS UV Peak absolute area
A12,SAW2140-6-A12-A1,Impurity9,impurity,1.0619,Retention Time,min,Time at which compound elutes
A12,SAW2140-6-A12-A1,Impurity9,impurity,0,ES+,Da/Q,Positive m/z
A12,SAW2140-6-A12-A1,Impurity9,impurity,0,ES-,Da/Q,Negative m/z
A12,SAW2140-6-A12-A1,Impurity9,impurity,11.6,Percentage Area,%,LCMS UV Peak percentage area
A12,SAW2140-6-A12-A1,Impurity9,impurity,244263.8594,Area Absolute,AU,LCMS UV Peak absolute area
A12,SAW2140-6-A12-A1,O=C([O-])[O-].[Cs+].[Cs+],base,20,Expected Amount,umol,Amount of analyte expected in plate.
A12,SAW2140-6-A12-A1,O=C([O-])[O-].[Cs+].[Cs+],base,534-17-8,Analyte ID,N/A,ID of analyte in well.
A12,SAW2140-6-A12-A1,O=C([O-])[O-].[Cs+].[Cs+],base,Cesium Carbonate,Analyte Name,N/A,Name of analyte in well.
A12,SAW2140-6-A12-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,0.734,Retention Time,min,Time at which compound elutes
A12,SAW2140-6-A12-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,227.22,ES+,Da/Q,Positive m/z
A12,SAW2140-6-A12-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,-,ES-,Da/Q,Negative m/z
A12,SAW2140-6-A12-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,0.84,Percentage Area,%,LCMS UV Peak percentage area
A12,SAW2140-6-A12-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,17677.8691,Area Absolute,AU,LCMS UV Peak absolute area
A12,SAW2140-6-A12-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,10,Expected Amount,umol,Amount of analyte expected in plate.
A12,SAW2140-6-A12-A1,OCc1cocn1,excess reactant,11,Expected Amount,umol,Amount of analyte expected in plate.
A12,SAW2140-6-A12-A1,Oc1cnc2ccccc2c1,byproduct,0,Retention Time,min,Time at which compound elutes
A12,SAW2140-6-A12-A1,Oc1cnc2ccccc2c1,byproduct,0,ES+,Da/Q,Positive m/z
A12,SAW2140-6-A12-A1,Oc1cnc2ccccc2c1,byproduct,0,ES-,Da/Q,Negative m/z
A12,SAW2140-6-A12-A1,Oc1cnc2ccccc2c1,byproduct,0,Percentage Area,%,LCMS UV Peak percentage area
A12,SAW2140-6-A12-A1,Oc1cnc2ccccc2c1,byproduct,0,Area Absolute,AU,LCMS UV Peak absolute area
A12,SAW2140-6-A12-A1,Oc1cnc2ccccc2c1,byproduct,10,Expected Amount,umol,Amount of analyte expected in plate.
A12,SAW2140-6-A12-A1,Oc1cnc2ccccc2c1,byproduct,phenol bp,Analyte ID,N/A,ID of analyte in well.
A12,SAW2140-6-A12-A1,Oc1cnc2ccccc2c1,byproduct,phenol bp,Analyte Name,N/A,Name of analyte in well.
A12,SAW2140-6-A12-A1,Temperature,plate parameter,100,Temperature,C,Reaction temperature prior to analysis
A12,SAW2140-6-A12-A1,Time,plate parameter,18,Time,h,Reaction time prior to analysis.
A12,SAW2140-6-A12-A1,[Fe++].CC(P(c1cccc1)C(C)(C)C)(C)C.CC(P(c2cccc2)C(C)(C)C)(C)C.ClPdCl,catalyst,1,Expected Amount,umol,Amount of analyte expected in plate.
A12,SAW2140-6-A12-A1,[Fe++].CC(P(c1cccc1)C(C)(C)C)(C)C.CC(P(c2cccc2)C(C)(C)C)(C)C.ClPdCl,catalyst,95408-45-0,Analyte ID,N/A,ID of analyte in well.
A12,SAW2140-6-A12-A1,[Fe++].CC(P(c1cccc1)C(C)(C)C)(C)C.CC(P(c2cccc2)C(C)(C)C)(C)C.ClPdCl,catalyst,DTBPF PdCl2,Analyte Name,N/A,Name of analyte in well.
A12,SAW2140-6-A12-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,1.4873,Retention Time,min,Time at which compound elutes
A12,SAW2140-6-A12-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,274.26,ES+,Da/Q,Positive m/z
A12,SAW2140-6-A12-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,-,ES-,Da/Q,Negative m/z
A12,SAW2140-6-A12-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,7.97,Percentage Area,%,LCMS UV Peak percentage area
A12,SAW2140-6-A12-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,167856.25,Area Absolute,AU,LCMS UV Peak absolute area
A12,SAW2140-6-A12-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,2,Expected Amount,umol,Amount of analyte expected in plate.
A12,SAW2140-6-A12-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,91-73-6,Analyte ID,N/A,ID of analyte in well.
A12,SAW2140-6-A12-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,Dibenzylaniline,Analyte Name,N/A,Name of analyte in well.
B1,SAW2140-6-B1-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Retention Time,min,Time at which compound elutes
B1,SAW2140-6-B1-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES+,Da/Q,Positive m/z
B1,SAW2140-6-B1-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES-,Da/Q,Negative m/z
B1,SAW2140-6-B1-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Percentage Area,%,LCMS UV Peak percentage area
B1,SAW2140-6-B1-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Area Absolute,AU,LCMS UV Peak absolute area
B1,SAW2140-6-B1-A1,Brc1cnc2ccccc2c1,limiting reactant,10,Expected Amount,umol,Amount of analyte expected in plate.
B1,SAW2140-6-B1-A1,C1COCCO1,solvent1,100,Expected Amount,uL,Amount of analyte expected in plate.
B1,SAW2140-6-B1-A1,C1COCCO1,solvent1,123-91-1,Analyte ID,N/A,ID of analyte in well.
B1,SAW2140-6-B1-A1,C1COCCO1,solvent1,Dioxane,Analyte Name,N/A,Name of analyte in well.
B1,SAW2140-6-B1-A1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,1,Expected Amount,umol,Amount of analyte expected in plate.
B1,SAW2140-6-B1-A1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,1445085-55-1,Analyte ID,N/A,ID of analyte in well.
B1,SAW2140-6-B1-A1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,XPhos Pd G3,Analyte Name,N/A,Name of analyte in well.
B1,SAW2140-6-B1-A1,CSC.[Cu]Br,catalyst,0.1,Expected Amount,umol,Amount of analyte expected in plate.
B1,SAW2140-6-B1-A1,CSC.[Cu]Br,catalyst,54678-23-8,Analyte ID,N/A,ID of analyte in well.
B1,SAW2140-6-B1-A1,Impurity0,impurity,0.3682,Retention Time,min,Time at which compound elutes
B1,SAW2140-6-B1-A1,Impurity0,impurity,0,ES+,Da/Q,Positive m/z
B1,SAW2140-6-B1-A1,Impurity0,impurity,0,ES-,Da/Q,Negative m/z
B1,SAW2140-6-B1-A1,Impurity0,impurity,1.75,Percentage Area,%,LCMS UV Peak percentage area
B1,SAW2140-6-B1-A1,Impurity0,impurity,26812.4043,Area Absolute,AU,LCMS UV Peak absolute area
B1,SAW2140-6-B1-A1,Impurity1,impurity,0.4157,Retention Time,min,Time at which compound elutes
B1,SAW2140-6-B1-A1,Impurity1,impurity,0,ES+,Da/Q,Positive m/z
B1,SAW2140-6-B1-A1,Impurity1,impurity,0,ES-,Da/Q,Negative m/z
B1,SAW2140-6-B1-A1,Impurity1,impurity,2.16,Percentage Area,%,LCMS UV Peak percentage area
B1,SAW2140-6-B1-A1,Impurity1,impurity,33143.3516,Area Absolute,AU,LCMS UV Peak absolute area
B1,SAW2140-6-B1-A1,Impurity12,impurity,1.2757,Retention Time,min,Time at which compound elutes
B1,SAW2140-6-B1-A1,Impurity12,impurity,0,ES+,Da/Q,Positive m/z
B1,SAW2140-6-B1-A1,Impurity12,impurity,0,ES-,Da/Q,Negative m/z
B1,SAW2140-6-B1-A1,Impurity12,impurity,16.29,Percentage Area,%,LCMS UV Peak percentage area
B1,SAW2140-6-B1-A1,Impurity12,impurity,249703.9063,Area Absolute,AU,LCMS UV Peak absolute area
B1,SAW2140-6-B1-A1,Impurity2,impurity,0.5215,Retention Time,min,Time at which compound elutes
B1,SAW2140-6-B1-A1,Impurity2,impurity,0,ES+,Da/Q,Positive m/z
B1,SAW2140-6-B1-A1,Impurity2,impurity,0,ES-,Da/Q,Negative m/z
B1,SAW2140-6-B1-A1,Impurity2,impurity,5.27,Percentage Area,%,LCMS UV Peak percentage area
B1,SAW2140-6-B1-A1,Impurity2,impurity,80821.2344,Area Absolute,AU,LCMS UV Peak absolute area
B1,SAW2140-6-B1-A1,Impurity3,impurity,0.5769,Retention Time,min,Time at which compound elutes
B1,SAW2140-6-B1-A1,Impurity3,impurity,0,ES+,Da/Q,Positive m/z
B1,SAW2140-6-B1-A1,Impurity3,impurity,0,ES-,Da/Q,Negative m/z
B1,SAW2140-6-B1-A1,Impurity3,impurity,1.71,Percentage Area,%,LCMS UV Peak percentage area
B1,SAW2140-6-B1-A1,Impurity3,impurity,26230.7109,Area Absolute,AU,LCMS UV Peak absolute area
B1,SAW2140-6-B1-A1,Impurity5,impurity,0.7874,Retention Time,min,Time at which compound elutes
B1,SAW2140-6-B1-A1,Impurity5,impurity,0,ES+,Da/Q,Positive m/z
B1,SAW2140-6-B1-A1,Impurity5,impurity,0,ES-,Da/Q,Negative m/z
B1,SAW2140-6-B1-A1,Impurity5,impurity,59.03,Percentage Area,%,LCMS UV Peak percentage area
B1,SAW2140-6-B1-A1,Impurity5,impurity,904943.125,Area Absolute,AU,LCMS UV Peak absolute area
B1,SAW2140-6-B1-A1,Impurity9,impurity,1.0632,Retention Time,min,Time at which compound elutes
B1,SAW2140-6-B1-A1,Impurity9,impurity,0,ES+,Da/Q,Positive m/z
B1,SAW2140-6-B1-A1,Impurity9,impurity,0,ES-,Da/Q,Negative m/z
B1,SAW2140-6-B1-A1,Impurity9,impurity,2.43,Percentage Area,%,LCMS UV Peak percentage area
B1,SAW2140-6-B1-A1,Impurity9,impurity,37272.9258,Area Absolute,AU,LCMS UV Peak absolute area
B1,SAW2140-6-B1-A1,O=C([O-])[O-].[Cs+].[Cs+],base,20,Expected Amount,umol,Amount of analyte expected in plate.
B1,SAW2140-6-B1-A1,O=C([O-])[O-].[Cs+].[Cs+],base,534-17-8,Analyte ID,N/A,ID of analyte in well.
B1,SAW2140-6-B1-A1,O=C([O-])[O-].[Cs+].[Cs+],base,Cesium Carbonate,Analyte Name,N/A,Name of analyte in well.
B1,SAW2140-6-B1-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,0.7348,Retention Time,min,Time at which compound elutes
B1,SAW2140-6-B1-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,227.25,ES+,Da/Q,Positive m/z
B1,SAW2140-6-B1-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,-,ES-,Da/Q,Negative m/z
B1,SAW2140-6-B1-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,1.35,Percentage Area,%,LCMS UV Peak percentage area
B1,SAW2140-6-B1-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,20660.1016,Area Absolute,AU,LCMS UV Peak absolute area
B1,SAW2140-6-B1-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,10,Expected Amount,umol,Amount of analyte expected in plate.
B1,SAW2140-6-B1-A1,OCc1cocn1,excess reactant,11,Expected Amount,umol,Amount of analyte expected in plate.
B1,SAW2140-6-B1-A1,Oc1cnc2ccccc2c1,byproduct,0,Retention Time,min,Time at which compound elutes
B1,SAW2140-6-B1-A1,Oc1cnc2ccccc2c1,byproduct,0,ES+,Da/Q,Positive m/z
B1,SAW2140-6-B1-A1,Oc1cnc2ccccc2c1,byproduct,0,ES-,Da/Q,Negative m/z
B1,SAW2140-6-B1-A1,Oc1cnc2ccccc2c1,byproduct,0,Percentage Area,%,LCMS UV Peak percentage area
B1,SAW2140-6-B1-A1,Oc1cnc2ccccc2c1,byproduct,0,Area Absolute,AU,LCMS UV Peak absolute area
B1,SAW2140-6-B1-A1,Oc1cnc2ccccc2c1,byproduct,10,Expected Amount,umol,Amount of analyte expected in plate.
B1,SAW2140-6-B1-A1,Oc1cnc2ccccc2c1,byproduct,phenol bp,Analyte ID,N/A,ID of analyte in well.
B1,SAW2140-6-B1-A1,Oc1cnc2ccccc2c1,byproduct,phenol bp,Analyte Name,N/A,Name of analyte in well.
B1,SAW2140-6-B1-A1,Temperature,plate parameter,100,Temperature,C,Reaction temperature prior to analysis
B1,SAW2140-6-B1-A1,Time,plate parameter,18,Time,h,Reaction time prior to analysis.
B1,SAW2140-6-B1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,1.4882,Retention Time,min,Time at which compound elutes
B1,SAW2140-6-B1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,274.28,ES+,Da/Q,Positive m/z
B1,SAW2140-6-B1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,-,ES-,Da/Q,Negative m/z
B1,SAW2140-6-B1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,10.0,Percentage Area,%,LCMS UV Peak percentage area
B1,SAW2140-6-B1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,153357.0156,Area Absolute,AU,LCMS UV Peak absolute area
B1,SAW2140-6-B1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,2,Expected Amount,umol,Amount of analyte expected in plate.
B1,SAW2140-6-B1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,91-73-6,Analyte ID,N/A,ID of analyte in well.
B1,SAW2140-6-B1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,Dibenzylaniline,Analyte Name,N/A,Name of analyte in well.
B2,SAW2140-6-B2-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Retention Time,min,Time at which compound elutes
B2,SAW2140-6-B2-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES+,Da/Q,Positive m/z
B2,SAW2140-6-B2-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES-,Da/Q,Negative m/z
B2,SAW2140-6-B2-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Percentage Area,%,LCMS UV Peak percentage area
B2,SAW2140-6-B2-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Area Absolute,AU,LCMS UV Peak absolute area
B2,SAW2140-6-B2-A1,Brc1cnc2ccccc2c1,limiting reactant,10,Expected Amount,umol,Amount of analyte expected in plate.
B2,SAW2140-6-B2-A1,C1COCCO1,solvent1,100,Expected Amount,uL,Amount of analyte expected in plate.
B2,SAW2140-6-B2-A1,C1COCCO1,solvent1,123-91-1,Analyte ID,N/A,ID of analyte in well.
B2,SAW2140-6-B2-A1,C1COCCO1,solvent1,Dioxane,Analyte Name,N/A,Name of analyte in well.
B2,SAW2140-6-B2-A1,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,1,Expected Amount,umol,Amount of analyte expected in plate.
B2,SAW2140-6-B2-A1,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,1445085-82-4,Analyte ID,N/A,ID of analyte in well.
B2,SAW2140-6-B2-A1,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,SPhos Pd G3,Analyte Name,N/A,Name of analyte in well.
B2,SAW2140-6-B2-A1,CSC.[Cu]Br,catalyst,0.1,Expected Amount,umol,Amount of analyte expected in plate.
B2,SAW2140-6-B2-A1,CSC.[Cu]Br,catalyst,54678-23-8,Analyte ID,N/A,ID of analyte in well.
B2,SAW2140-6-B2-A1,Impurity1,impurity,0.4144,Retention Time,min,Time at which compound elutes
B2,SAW2140-6-B2-A1,Impurity1,impurity,0,ES+,Da/Q,Positive m/z
B2,SAW2140-6-B2-A1,Impurity1,impurity,0,ES-,Da/Q,Negative m/z
B2,SAW2140-6-B2-A1,Impurity1,impurity,8.97,Percentage Area,%,LCMS UV Peak percentage area
B2,SAW2140-6-B2-A1,Impurity1,impurity,145816.4063,Area Absolute,AU,LCMS UV Peak absolute area
B2,SAW2140-6-B2-A1,Impurity11,impurity,1.1507,Retention Time,min,Time at which compound elutes
B2,SAW2140-6-B2-A1,Impurity11,impurity,0,ES+,Da/Q,Positive m/z
B2,SAW2140-6-B2-A1,Impurity11,impurity,0,ES-,Da/Q,Negative m/z
B2,SAW2140-6-B2-A1,Impurity11,impurity,4.41,Percentage Area,%,LCMS UV Peak percentage area
B2,SAW2140-6-B2-A1,Impurity11,impurity,71766.3594,Area Absolute,AU,LCMS UV Peak absolute area
B2,SAW2140-6-B2-A1,Impurity13,impurity,1.3978,Retention Time,min,Time at which compound elutes
B2,SAW2140-6-B2-A1,Impurity13,impurity,0,ES+,Da/Q,Positive m/z
B2,SAW2140-6-B2-A1,Impurity13,impurity,0,ES-,Da/Q,Negative m/z
B2,SAW2140-6-B2-A1,Impurity13,impurity,3.76,Percentage Area,%,LCMS UV Peak percentage area
